3412,6/8/1999,Final Jeopardy!,POP MUSIC,None,It's the opera mentioned in the lyrics of a 1970 No. 1 hit by Smokey Robinson & The Miracles,Pagliacci
3413,6/9/1999,Final Jeopardy!,TELEVISION,None,"In a 1983 movie about a kidnapping, Daniel J. Travanti played the man who would later host this series",America's Most Wanted (hosted by John Walsh)
3414,6/10/1999,Final Jeopardy!,BUSINESS & INDUSTRY,None,In 1903 Morris Michtom of New York began marketing these with presidential permission,Teddy Bears (named after Theodore Roosevelt)
3415,6/11/1999,Final Jeopardy!,ART,None,"This technique, from Latin for ""to look through"", began in Western painting in works like the one seen here",Perspective
3416,6/14/1999,Final Jeopardy!,COMPOSERS,None,"""Reaching for the Note"" was the subtitle of a 1998 film about this American music legend who died in 1990",Leonard Bernstein
3417,6/15/1999,Final Jeopardy!,INTERNET BUSINESS,None,"A hot stock in 1999, this internet site began as a place to buy & sell Pez dispensers",eBay
3418,6/16/1999,Final Jeopardy!,FAMOUS WOMEN,None,"During WWI this American showed off her talents in a play called ""The Western Girl""",Annie Oakley
3419,6/17/1999,Final Jeopardy!,LITERARY BOTANY,None,"This Asian herb of the family Pedaliaceae is closely associated with a poor woodcutter in the ""Arabian Nights""",Sesame
3420,6/18/1999,Final Jeopardy!,FAMOUS FATHERS,None,"He played rhythm & blues guitar before working as a crane operator & raising a family in Gary, Indiana",Joe Jackson
3421,6/21/1999,Final Jeopardy!,AFRICA,None,1 of the 3 African countries that are still kingdoms,"Lesotho, Morocco or Swaziland"
3422,6/22/1999,Final Jeopardy!,HISTORIC DATES,None,"On this date a record 10,471 flags were flown above the U.S. Capitol, one at a time","July 4, 1976 (the Bicentennial)"
3423,6/23/1999,Final Jeopardy!,BRITISH LITERATURE,None,"The original title of this 1895 novel was ""The Chronic Argonauts""",The Time Machine
3424,6/24/1999,Final Jeopardy!,RECENT MOVIES,None,"The young John Webster, who grew up to write ""The Duchess of Malfi"", is a character in this 1998 film",Shakespeare in Love
3425,6/25/1999,Final Jeopardy!,BANDS OF THE '70s,None,"In billing order, this quartet's members were born in Los Angeles, Dallas, Blackpool & Toronto","Crosby, Stills, Nash & Young"
3426,6/28/1999,Final Jeopardy!,WORLD OF TELEVISION,None,"This current U.S. TV show is shown in France as ""Aux Frontieres du Reel"" (""At the Borders of Reality"")",The X-Files
3427,6/29/1999,Final Jeopardy!,U.S. CITIES,None,"Among its sister cities are Dubai, United Arab Emirates; Turin, Italy; & Toyota City, Japan",Detroit
3428,6/30/1999,Final Jeopardy!,PARADES,None,"The theme of Richard Nixon's second inaugural parade, he thought he'd be in office to celebrate it",the Bicentennial
3429,7/1/1999,Final Jeopardy!,PRESIDENTIAL FACTS,None,"FDR called it the Sacred Cow; for Truman it was Independence; for Eisenhower, the Columbine; & from JFK on, this",Air Force One
3430,7/2/1999,Final Jeopardy!,U.S. GOVERNMENT,None,"William Wirt was attorney general for over 11 years, a record; this attorney general is second, with 6 years",Janet Reno
3431,7/5/1999,Final Jeopardy!,WORLD LEADERS,None,"Francois Mitterand said this world leader ""has the lips of Marilyn Monroe and the eyes of Caligula""",Margaret Thatcher
3432,7/6/1999,Final Jeopardy!,VITAMINS & MINERALS,None,"The name of this vitamin is from the Latin for ""leaf"" because leafy green vegetables are a good source",Folic acid
3433,7/7/1999,Final Jeopardy!,SPORTS SUPERSTARS,None,This tennis player was ranked No. 1 for the year a record 6 times in a row in the 1990s,Pete Sampras
3434,7/8/1999,Final Jeopardy!,U.S.A.,None,"In 1999 several counties around Cape Canaveral, Florida were assigned this new telephone area code",321
3435,7/9/1999,Final Jeopardy!,CLASSIC CINEMA,None,This 1957 film opens with the judge's instructions to the jury in a murder trial,12 Angry Men
3436,7/12/1999,Final Jeopardy!,IN THE BOOKSTORE,None,"Bestselling author seen here (she's holding a large ""A"" & a large ""Z"")",Sue Grafton
3437,7/13/1999,Final Jeopardy!,HISTORIC ISLANDS,None,A 900-year-old organization expelled in 1798 was allowed to return to this island in 1998,Malta
3438,7/14/1999,Final Jeopardy!,STATE GOVERNMENT,None,"With only 49, this state's government has the fewest legislators",Nebraska
3439,7/15/1999,Final Jeopardy!,FILMS OF THE '70s,None,"1976 film that contains the line: ""...The only truth you know is what you get over this tube!""",Network
3440,7/16/1999,Final Jeopardy!,U.S. PRESIDENTS,None,"The 2 U.S. presidents who died at the youngest ages, 82 years apart",James A. Garfield & John F. Kennedy
3441,7/19/1999,Final Jeopardy!,PLACE NAMES,None,"Its original name, Wai Momi, & its current name both come from the valuable mollusks once found there",Pearl Harbor
3442,7/20/1999,Final Jeopardy!,THE ANIMAL KINGDOM,None,The family Monodontidae is composed of 2 members: the beluga whale & this other marine mammal,Narwhal
3443,7/21/1999,Final Jeopardy!,THE NOBEL PRIZE,None,It's the only Nobel category in which the prize has not been awarded to a woman,Economics
3444,7/22/1999,Final Jeopardy!,WORLD LEADERS,None,"This country's leaders have included Yusof Bin Ishak, Benjamin Sheares & Lee Kuan Yew",Singapore
3445,7/23/1999,Final Jeopardy!,PUBLICATIONS,None,"Henry Nichols' ""Four Seasons"" engraving has appeared on the cover of this publication each year since 1851",Farmers' Almanac
3446,9/6/1999,Final Jeopardy!,FAMOUS AMERICANS,None,"On July 20, 1999 it was 30 years since this man said, ""Houston... the Eagle has landed""",Neil Armstrong
3447,9/7/1999,Final Jeopardy!,EMPIRES,None,"In the early 1800s, this man's empire included the duchy of Warsaw, the kingdom of Naples & Spain",Napoleon
3448,9/8/1999,Final Jeopardy!,HOLIDAY QUOTES,None,"In the end this Dickens character says, ""I will honor Christmas in my heart, and try to keep it all the year""",Ebenezer Scrooge
3449,9/9/1999,Final Jeopardy!,HISTORIC DATES,None,"It's reported that on this date King George III wrote in his diary, ""Nothing of importance happened today""","July 4, 1776"
3450,9/10/1999,Final Jeopardy!,FUN WITH NUMBERS,None,Number of degrees the minute hand on a standard clock travels in one hour,360
3451,9/13/1999,Final Jeopardy!,HISTORIC ARTIFACTS,None,In 1996 it came home to Scotland after 700 years,Stone of Scone
3452,9/14/1999,Final Jeopardy!,U.S. CITIES,None,"Its former mayor William Hartsfield dubbed it the city ""Too Busy to Hate""",Atlanta (airport named for him)
3453,9/15/1999,Final Jeopardy!,FAMOUS NOVELS,None,"Chapter XVI of this novel concerns ""The Inn Which He Took for a Castle""","\""Don Quixote\"""
3454,9/16/1999,Final Jeopardy!,ROCK MUSIC,None,"This term for a rock genre came into popular usage from a line in Steppenwolf's ""Born to Be Wild""",Heavy metal
3455,9/17/1999,Final Jeopardy!,SWAHILI PHRASES,None,"Hillary Clinton would translate the Swahili ""Mkono mmoja haulei mwana"" to this 8-word phrase","\""It takes a village to raise a child\"""
3456,9/20/1999,Final Jeopardy!,POLITICIANS,None,He began his political career by defeating Jerry Voorhis in 1946 for a California house seat,Richard M. Nixon
3457,9/21/1999,Final Jeopardy!,TREES,None,"This type of tree that includes the pecan is common in the eastern U.S., is noted for toughness & can live to 300",Hickory
3458,9/22/1999,Final Jeopardy!,BUSINESS LEADERS,None,"This fast food magnate subtitled his 1991 autobiography ""A New Approach to Old-Fashioned Success""",Dave Thomas
3459,9/23/1999,Final Jeopardy!,19th CENTURY AMERICA,None,"This politician died on June 3, 1861, 39 days after giving a speech in Springfield, Illinois supporting the Union",Stephen Douglas
3460,9/24/1999,Final Jeopardy!,OLYMPICS 2000,None,Name of the new Olympic event that will cover a total of 51.5 kilometers,Triathlon
3461,9/27/1999,Final Jeopardy!,FICTION,None,This 1937 mystery was written at the Old Cataract Hotel in Aswan,"\""Death on the Nile\"""
3462,9/28/1999,Final Jeopardy!,FAMOUS NAMES,None,In April 1999 Paul Simon took center field for the dedication of a monument to this man,Joe DiMaggio
3463,9/29/1999,Final Jeopardy!,MAGAZINES,None,"Conde Nast's Feb./Mar. 1999 issue of its magazine for these title people was a Guinness record 1,242 pages",Brides (who are planning a June wedding)
3464,9/30/1999,Final Jeopardy!,CURRENT POLITICIANS,None,"First elected in 1994, <a href=""http://www.j-archive.com/media/1999-09-30_FJ.jpg"" target=""_blank"">he</a>'s become one of the most prominent conservatives in Congress",Steve Largent
3465,10/1/1999,Final Jeopardy!,AUTHORS,None,In 1995 a library at the Glasgow Veterinary School was named in his honor,James Herriot
3466,10/4/1999,Final Jeopardy!,THE ANIMAL KINGDOM,None,"John Cleveland defined it as ""Nature's Confectioner""",Bee
3467,10/5/1999,Final Jeopardy!,COUNTRIES OF THE WORLD,None,"In 1958 this country's army overthrew its govt. & set up a council with a Kurd, a Shiite & a Sunni Arab",Iraq
3468,10/6/1999,Final Jeopardy!,ON THE MONEY,None,"Of the 7 men pictured on the front of currently printed U.S. currency, the 3 who never lived in the White House","Benjamin Franklin, Alexander Hamilton & George Washington"
3469,10/7/1999,Final Jeopardy!,FAMOUS BALLETS,None,A magic feather helps save the life of Prince Ivan in this Stravinsky ballet based on Russian folklore,The Firebird
3470,10/8/1999,Final Jeopardy!,THE FUNNIES,None,"Debuting November 18, 1985, the caption in its first box was ""So long, Pop!  I'm off to check my tiger trap!""",Calvin and Hobbes
3471,10/11/1999,Final Jeopardy!,FAMOUS SCANDINAVIANS,None,"The painter who said, ""Illness, madness and death were the dark angels who watched over my cradle""",Edvard Munch
3472,10/12/1999,Final Jeopardy!,MODERN SCIENCE,None,"On January 12, 1998 19 European nations endorsed the first international ban of this practice on humans",Cloning
3473,10/13/1999,Final Jeopardy!,THE OSCARS,None,1 of only 2 actors who directed themselves to a Best Acting Oscar,"Roberto Benigni (\""Life Is Beautiful\"") & Sir Laurence Olivier (\""Hamlet\"")"
3474,10/14/1999,Final Jeopardy!,MAGAZINES,None,"The title of this women's magazine that turned 60 in 1999 used to end with ""Of Hollywood""",Glamour
3475,10/15/1999,Final Jeopardy!,NATIONAL HEROES,None,This country's national heroes include Juan Pablo Duarte & Sammy Sosa,Dominican Republic
3476,10/18/1999,Final Jeopardy!,INDUSTRIALISTS,None,"In 1916 he said, ""The only history that is worth a tinker's damn is the history we make today""",Henry Ford
3477,10/19/1999,Final Jeopardy!,HISTORIC FIRSTS,None,"Stopped by a cop on a bike, in 1896 Walter Arnold was the first man in England to receive a fine for this",Speeding
3478,10/20/1999,Final Jeopardy!,20th CENTURY NEWSMAKERS,None,"Due to police irregularities, this man's Arizona conviction was overturned by the U.S. Supreme Court in 1966",Ernesto Miranda
3479,10/21/1999,Final Jeopardy!,EXPLORERS,None,"On hearing of the discovery of George Mallory's body, this man told reporters he still thinks he was first",Sir Edmund Hillary
3480,10/22/1999,Final Jeopardy!,SISTER CITIES,None,"San Francisco, California is a sister city to this one in Italy",Assisi (named after St. Francis of Assisi)
3481,10/25/1999,Final Jeopardy!,THE CABINET,None,The seal of this cabinet department has an anvil on it,Department of Labor
3482,10/26/1999,Final Jeopardy!,RELIGIOUS HISTORY,None,"Anglicanism got its name from the Latin ""Anglicana Ecclesia"", a phrase in this 13th century document",Magna Carta
3483,10/27/1999,Final Jeopardy!,HOCKEY TEAMS,None,This National Hockey League team regularly practices for fans at the world's largest mall,Edmonton Oilers
3484,10/28/1999,Final Jeopardy!,WORLD CAPITALS,None,"This capital's name is from the Greek for ""Three Towns""","Tripoli, Libya"
3485,10/29/1999,Final Jeopardy!,19th CENTURY FICTIONAL CHARACTERS,None,This title horror character was created by its author at 6 Royal Crescent in the resort of Whitby in Yorkshire,Dracula (created by Bram Stoker)
3486,11/1/1999,Final Jeopardy!,20th CENTURY AUTHORS,None,"His ""Fictional Memoir"" about his last African safari was published in 1999, 38 years after his death",Ernest Hemingway
3487,11/2/1999,Final Jeopardy!,SCIENCE HISTORY,None,In 1672 Christiaan Huygens sketched its southern ice cap,Mars
3488,11/3/1999,Final Jeopardy!,ADVERTISING,None,"In Scandinavian countries these characters are known as Pif, Paf & Pof","Snap, Crackle & Pop (from Rice Krispies)"
3489,11/4/1999,Final Jeopardy!,PUBLICATIONS,None,"This humor publication, known for its website, put out its first book in 1999, a No. 1 bestseller",The Onion
3490,11/5/1999,Final Jeopardy!,MODERN TECHNOLOGY,None,"Common name given Douglas Engelbart's device, an ""X-Y position indicator for a display system""",Mouse
3491,11/8/1999,Final Jeopardy!,PEOPLE & PLACES,None,In 1999 only a few hundred Americans known as Zonians were left in this country,Panama
3492,11/9/1999,Final Jeopardy!,HISTORIC AMERICANS,None,"This Virginian, beloved in peace & war, is featured on the Great Seal of the Confederacy",George Washington
3493,11/10/1999,Final Jeopardy!,AFRICA,None,Towns in this country include Marshall & Tubmanburg,Liberia
3494,11/11/1999,Final Jeopardy!,U.S. LAKES,None,"This lake is the remnant of former Lake Bonneville, which existed during the Pleistocene epoch",The Great Salt Lake
3495,11/12/1999,Final Jeopardy!,HISTORIC QUOTES,None,"One month prior to his hanging on December 2, 1859, he said that he had no design to ""excite slaves to rebel""",John Brown
3496,11/15/1999,Final Jeopardy!,FAMOUS NAMES,None,"On a Feb. 1995 shuttle mission, pilot Eileen Collins took along a scarf that had belonged to this woman",Amelia Earhart
3497,11/16/1999,Final Jeopardy!,DIRECTORS,None,"Appropriately, the 100th anniversary of this director's birth was on a Friday the 13th -- August 13, 1999",Alfred Hitchcock
3498,11/17/1999,Final Jeopardy!,MODERN MARRIAGE,None,He's the only president of the United States who had been divorced,Ronald Reagan
3499,11/18/1999,Final Jeopardy!,MANHATTAN LANDMARKS,None,"Appropriately, this hotel on West 44th Street has a Round Table Suite",the Algonquin
3500,11/19/1999,Final Jeopardy!,THE PLANETS,None,"Containing less than 1% of the mass in the solar system, it's the second most massive object in it",Jupiter
3501,11/22/1999,Final Jeopardy!,FAMOUS WEDDINGS,None,"In 1998 a 61-year-old piece of this couple's wedding cake sold for $26,000 at Sotheby's",The Duke of Windsor (former King Edward VIII) & Wallis Simpson
3502,11/23/1999,Final Jeopardy!,MONUMENTS,None,Over 90% of the sculpting on Mount Rushmore was done with this,Dynamite
3503,11/24/1999,Final Jeopardy!,PUBLICATIONS,None,"Its first issue was intended to be read on sabbath day, August 5, 1821",The Saturday Evening Post
3504,11/25/1999,Final Jeopardy!,U.S. STATES,None,"The 2 states which have ""Waltz"" in the title of their state songs",Missouri & Tennessee
3505,11/26/1999,Final Jeopardy!,HIGHWAYS & BYWAYS,None,2 of the 4 20th century U.S. presidents after whom streets in Paris are named,"Eisenhower, Kennedy, Franklin Roosevelt &/or Wilson"
3506,11/29/1999,Final Jeopardy!,U.S. STATES,None,It's the only state whose name & capital city both consist of 2 words,New Mexico (Santa Fe)
3507,11/30/1999,Final Jeopardy!,JAZZ SINGERS,None,Comedian Harry Anderson was among those who gave eulogies at this singer's June 1999 funeral,Mel Torme
3508,12/1/1999,Final Jeopardy!,WORLD CITIES,None,"Around 59 B.C. the Romans settled what is now this city, & gave it a Latin name that means ""blossoming""",Florence
3509,12/2/1999,Final Jeopardy!,NOVELISTS,None,"""Omerta"", the title of the last book he completed before his death in 1999, is Sicilian for ""code of silence""",Mario Puzo
3510,12/3/1999,Final Jeopardy!,POLITICS,None,In 1999 the Bushes became the first brothers to serve as governor at the same time since these 2 brothers in 1971,Nelson & Winthrop Rockefeller
3511,12/6/1999,Final Jeopardy!,HISTORIC WOMEN,None,"In 1998 the director of the U.S. Mint called her ""A woman of exemplary physical courage and stamina""",Sacajawea
3512,12/7/1999,Final Jeopardy!,ROCK PERFORMERS,None,2 of 4 performing duos inducted into the Rock and Roll Hall of Fame,"The Everly Brothers, Ike & Tina Turner, Sam & Dave &/or Simon & Garfunkel"
3513,12/8/1999,Final Jeopardy!,AUTOMOTIVE HISTORY,None,This man for whom a car is named previously worked for Daimler-Benz & designed the Volkswagen,Ferdinand Porsche
3514,12/9/1999,Final Jeopardy!,HONORS,None,"To remain ""Free to blast and bollock Blairite Britain"" Tony Harrison declined this post in 1999",Poet Laureate of England
3515,12/10/1999,Final Jeopardy!,CLASSIC TELEVISION,None,"This series was set at 165 Eaton Place, 6 floors, basement to attic","Upstairs, Downstairs"
3516,12/13/1999,Final Jeopardy!,STATE LICENSE PLATES,None,"Utah changed one letter in ""Greatest Show on Earth"" to produce this phrase on its license plates","\""Greatest Snow on Earth\"" (skiing)"
3517,12/14/1999,Final Jeopardy!,AMERICAN AUTHORS,None,"His bestselling first novel, published in 1846, was set in Polynesia","Herman Melville (\""Typee\"")"
3518,12/15/1999,Final Jeopardy!,OPERA,None,A 1920s discovery proved that some of the instruments used in this 1871 opera were historically accurate,"\""Aida\"""
3519,12/16/1999,Final Jeopardy!,CONTROVERSIAL FOOD & DRINK,None,"Pope Clement VIII said of this beverage around 1600, ""We shall cheat Satan"" by baptizing it as a Christian beverage",Coffee
3520,12/17/1999,Final Jeopardy!,NAME'S THE SAME,None,Name shared by a British film company & an American who made millions in oil & pharmaceuticals,Hammer (Hammer Films/Armand Hammer)
3521,12/20/1999,Final Jeopardy!,POLITICIANS,None,This politician adopted his last name from a southern California beach & surfing community,Governor Jesse Ventura
3522,12/21/1999,Final Jeopardy!,1999 TELEVISION,None,"The final episode of this sitcom was called ""The Final Frontier""",Mad About You
3523,12/22/1999,Final Jeopardy!,FOOD & SPORTS,None,"In August 1999, for the first time in its 75-year history, Wheaties began featuring players of this sport on its boxes",Soccer
3524,12/23/1999,Final Jeopardy!,LANGUAGES,None,"Of the 6 official languages of the United Nations, the one spoken by the fewest people worldwide",French
3525,12/24/1999,Final Jeopardy!,RELIGION,None,"A 1999 study concluded that this 13-foot-long, 3-foot-wide holy relic dates back to pre-8th century Jerusalem",Shroud of Turin
3526,12/27/1999,Final Jeopardy!,AUTHORS,None,In 1594 he took a job as a tax collector in Andalusia,Miguel de Cervantes
3527,12/28/1999,Final Jeopardy!,ARTISTS,None,"Looking at kids' art, he said at ""Their age I could draw like Raphael, but it took me a lifetime to learn to draw like them""",Pablo Picasso
3528,12/29/1999,Final Jeopardy!,THE 1970s,None,"A change of procedure in 1979 led to 3 of these being named Bob, David & Frederic",Hurricanes
3529,12/30/1999,Final Jeopardy!,HISTORIC QUESTIONS,None,"""'Yes,' said he, with a kind smile, lifting his cap slightly"" was the reply to this 1871 question","\""Dr. Livingstone, I presume?\"""
3530,12/31/1999,Final Jeopardy!,TODAY'S SPORTS STARS,None,He was named after Japanese beef,Kobe Bryant
3531,1/3/2000,Final Jeopardy!,FROM PLAY TO BALLET,None,"This character became the heroine of the dramatic ballet ""The Moor's Pavane""",Desdemona
3532,1/4/2000,Final Jeopardy!,THE MUSICAL U.S.,None,"In 1999 this state acquired the rights to use John Denver's ""Take Me Home, Country Roads"" to promote tourism",West Virginia
3533,1/5/2000,Final Jeopardy!,ECOLOGY,None,Former Monty Python member John Cleese has joined a campaign to save this bird from extinction,Parrot
3534,1/6/2000,Final Jeopardy!,NONFICTION AUTHORS,None,"First published in 1946, a book written by this man became the bestselling book in the U.S. after the Bible","Dr. Benjamin Spock (\""Baby and Child Care\"")"
3535,1/7/2000,Final Jeopardy!,YANKEE STADIUM HISTORY,None,"A plaque in Monument Park honors this ex-""Cardinal"" for a 1979 event held at the stadium",Pope John Paul II
3537,1/11/2000,Final Jeopardy!,TELEVISION HISTORY,None,In the late '60s this character was created to show children it's okay to be grumpy,"Oscar the Grouch (from \""Sesame Street\"")"
3538,1/12/2000,Final Jeopardy!,NEOLOGISMS,None,"In his 1984 novel ""Neuromancer"", William Gibson coined this 10-letter term for a virtual reality computer network",Cyberspace
3539,1/13/2000,Final Jeopardy!,WORD & PHRASE ORIGINS,None,"This phrase originally referred to the period between July & August, when Sirius rises with the sun",Dog days of summer
3540,1/14/2000,Final Jeopardy!,HIGHWAYS & BYWAYS,None,"On Dec. 7, 1995 this state officially renamed its portion of Interstate 10 as the Pearl Harbor Memorial Highway",Arizona (because of the Arizona battleship that was sunk at Pearl Harbor)
3541,1/17/2000,Final Jeopardy!,U.S. STAMPS,None,FDR's in 1982 was the last stamp to show 1 of these; they were removed from photos of Jackson Pollock & Edward R. Murrow,Cigarette
3542,1/18/2000,Final Jeopardy!,IN THE NEWS,None,"The U.N. designated October 12, 1999 as the date the Earth's population reached this figure",6 billion
3543,1/19/2000,Final Jeopardy!,THE BOOK TRADE,None,"According to USA Today, they're the 2 nonconsecutive months that see the highest cookbook sales",May & December
3544,1/20/2000,Final Jeopardy!,OPERA SINGERS,None,"In 1999 Placido Domingo opened the Met for a record 18th time, breaking this man's record of 17",Enrico Caruso
3545,1/21/2000,Final Jeopardy!,MOVIE SOUNDTRACKS,None,"""You Can Leave Your Hat On"" & ""The Stripper"" are on the soundtrack of this 1997 Oscar-nominated movie",The Full Monty
3546,1/24/2000,Final Jeopardy!,FOOD & DRINK,None,"Its name is from Gaelic for ""water of life""",Whiskey
3547,1/25/2000,Final Jeopardy!,THE TONY AWARDS,None,"(Hi, I'm Brian Dennehy)  This man won a Tony for writing the Best Play of 1949 and I had the honor of presenting him with a Lifetime Achievement Tony in 1999","Arthur Miller (wrote \""Death of a Salesman\"")"
3548,1/26/2000,Final Jeopardy!,COUNTRIES OF THE WORLD,None,"In area, it's the largest country that does not belong to the United Nations",Switzerland
3549,1/27/2000,Final Jeopardy!,MEDIEVAL FIRSTS,None,"In the Middle Ages, this man introduced fireworks to western Europe",Marco Polo
3550,1/28/2000,Final Jeopardy!,FRONT PAGE HISTORY,None,"An August 6, 1945 Associated Press story described this as a ""Japanese army base""",Hiroshima (story about the dropping of the first atomic bomb)
3551,1/31/2000,Final Jeopardy!,CHILDREN'S LITERATURE,None,"Hans Christian Andersen's ""The Nightingale"" was inspired by this famous woman",Jenny Lind
3552,2/1/2000,Final Jeopardy!,HISTORIC NAMES,None,"To honor his work, this man's daughter took the name Maria Celeste when she became a nun in 1616",Galileo
3553,2/2/2000,Final Jeopardy!,FINANCIERS,None,"The Federal Reserve System was founded partly in response to his March 31, 1913 death",J.P. Morgan
3554,2/3/2000,Final Jeopardy!,SPORTS ORIGINS,None,This American sport traces its roots back to the '30s & Southern bootleggers who outran the law,Stock car racing
3555,2/4/2000,Final Jeopardy!,FILMS OF THE '80s,None,"The one-word title of this 1985 film refers to Samuel Lapp, a Penn. farm boy who makes his first visit to a city",Witness
3556,2/7/2000,Final Jeopardy!,WORLD GEOGRAPHY,None,"The land closest to zero longitude, zero latitude & zero altitude, Cape Three Points is found on this continent",Africa
3557,2/8/2000,Final Jeopardy!,POETRY,None,"Title hero who ""silently rowed to the Charlestown shore, just as the moon rose over the bay""",Paul Revere
3558,2/9/2000,Final Jeopardy!,CLASSIC TOYS,None,"In response to anti-tobacco protests, this toy gave up its attachable pipe in 1987",Mr. Potato Head
3559,2/10/2000,Final Jeopardy!,FICTIONAL CHARACTERS,None,"Title hero whose boarding school's motto is ""Draco Dormiens Nunquam Titillandus"", ""Never Tickle A Sleeping Dragon""",Harry Potter
3560,2/11/2000,Final Jeopardy!,MAMMALS,None,The 2 mammals that live at the highest altitude on a permanent basis are the pika & this animal,Yak
3561,2/14/2000,Final Jeopardy!,HISTORIC QUOTATIONS,None,According to Suetonius it was inscribed on a parade wagon after the 5-day Pontic campaign of 47 B.C.,"\""Veni, Vidi, Vici\"" (\""I came, I saw, I conquered\"")"
3562,2/15/2000,Final Jeopardy!,U.S. PRESIDENTS,None,The 2 U.S. presidents who served as governors of states west of the Mississippi River,Ronald Reagan (California) & Bill Clinton (Arkansas)
3563,2/16/2000,Final Jeopardy!,OSCAR-WINNING MOVIES,None,"Its final scene includes the line ""I do wish we could chat longer, but I'm having an old friend for dinner""",The Silence of the Lambs
3564,2/17/2000,Final Jeopardy!,WORLD LEADERS,None,"This world leader who left office as president in 1994 titled his autobiography ""The Last Trek: A New Beginning""",F.W. de Klerk  (of South Africa)
3565,2/18/2000,Final Jeopardy!,GEOGRAPHIC EXTREMES,None,The city of Tromso in this country is home to the world's northernmost university & brewery,Norway
3566,2/21/2000,Final Jeopardy!,U.S. CITIES,None,This city's flag shows 2 rivers joining behind a fleur-de-lis,St. Louis (at the confluence of the Missouri & Mississippi Rivers)
3567,2/22/2000,Final Jeopardy!,U.S. SENATORS,None,This former Navy Seal is the only current member of Congress who has earned the Medal of Honor,Robert Kerrey
3568,2/23/2000,Final Jeopardy!,CLASSICAL MUSIC,None,"On May 2, 1936 ""Peter and the Wolf"" had its world premiere in this capital city",Moscow
3569,2/24/2000,Final Jeopardy!,THE ACADEMY AWARDS,None,"The only person named Oscar to win an Oscar, he won twice",Oscar Hammerstein II
3570,2/25/2000,Final Jeopardy!,THEATRE,None,"In 1999 Del Close willed this to the Goodman Theatre in Chicago to be used in Act 5, Scene 1 of ""Hamlet""","His own skull (to be used in the scene, \""Alas, poor Yorick...\"")"
3571,2/28/2000,Final Jeopardy!,1999 BOOKS,None,This controversial biography of a famous American has a foreign nationality as its title,"\""Dutch\"" (presidential biography of Ronald Reagan by Edmund Morris)"
3573,3/1/2000,Final Jeopardy!,ARLINGTON NATIONAL CEMETERY,None,In 1988 his body was moved to Arlington & buried next to Robert Peary,Matthew Henson
3574,3/2/2000,Final Jeopardy!,BUSINESS & INDUSTRY,None,This U.S. firm is the world's largest processor of tomatoes,H.J. Heinz
3575,3/3/2000,Final Jeopardy!,FAMOUS AMERICANS,None,"He coined the term ""usonian"" for his U.S. designs that were meant to bring beauty & humanity to ordinary people",Frank Lloyd Wright
3576,3/6/2000,Final Jeopardy!,SINGERS,None,"Popular 1950s vocalist who has written the autobiographies ""Girl Singer"" & ""This For Remembrance""",Rosemary Clooney
3577,3/7/2000,Final Jeopardy!,MUSICAL INSTRUMENTS,None,"Newly discovered, perhaps the oldest playable instrument is one of these, made from a crane's bone",Flute
3578,3/8/2000,Final Jeopardy!,TEXTILES,None,This synthetic material is named for the sports venue where it was installed in 1966,AstroTurf (for the Houston Astrodome)
3579,3/9/2000,Final Jeopardy!,WORLD CAPITALS,None,A large bay bearing its name borders this capital settled by the Spaniards in 1571,"Manila, Philippines (Manila Bay)"
3580,3/10/2000,Final Jeopardy!,FICTIONAL CHARACTERS,None,"In a 1963 book this character found out his family motto in Latin would be ""Orbis Non Sufficit""","James Bond (\""The World Is Not Enough\"")"
3581,3/13/2000,Final Jeopardy!,SPORTS STARS,None,"Born in 1980, this world champion figure skater was named for a Beatles hit",Michelle Kwan
3582,3/14/2000,Final Jeopardy!,ORGANIZATIONS,None,"After the decline of cathedral building in the 1600s, this organization began to accept non-stoneworkers",The Masons
3583,3/15/2000,Final Jeopardy!,ARTISTS,None,"As of Oct. 1999, of the 10 most expensive paintings sold at public auction, these 2 artists had 4 each on the list",Pablo Picasso & Vincent Van Gogh
3584,3/16/2000,Final Jeopardy!,SPACE,None,"On Nov. 13, 1999 a body circling HD 209458 became the first new planet to be photographed since this one",Pluto
3585,3/17/2000,Final Jeopardy!,HISTORIC AMERICAN HOMES,None,In 1999 famous Shakespearean actors joined an effort to preserve this murderer's childhood home,John Wilkes Booth (It's called Tudor Hall & it's near Baltimore)
3586,3/20/2000,Final Jeopardy!,ARMIES OF THE WORLD,None,The national orchestra of this nation on the Mediterranean Sea is larger than its army,Monaco
3587,3/21/2000,Final Jeopardy!,PRETTY FLOWERS,None,Growing this pretty flower seen here can get you in big trouble,Poppy (opium poppy)
3588,3/22/2000,Final Jeopardy!,HISTORIC PEOPLE,None,"After his 1955 death, his papers were given to Jerusalem's Hebrew Univ. & his violin was left to his grandson",Albert Einstein
3589,3/23/2000,Final Jeopardy!,MODERN MUSIC,None,"His 1998 ""Greatest Hits"" album made him the first instrumentalist to have 7 consecutive multi-platinum albums",Kenny G
3590,3/24/2000,Final Jeopardy!,FUN WITH FIRST FAMILIES,None,"If the mother of the 35th president married the father of the 41st, she would have been named this",Rose Bush
3591,3/27/2000,Final Jeopardy!,FAMOUS WOMEN,None,This woman who made death masks of guillotine victims took the Bastille gate key after the 1789 storming,Marie Tussaud
